Sr No.,Player me,Team Code,Age,Player Height,Player_Weight,country,draft_year,draft_round,draft_number,pts,net_rating
5239,James Augustine,ORL,24,208.28,106.59412,USA,2006,2,41,1.6,-1.2
5240,Jameer Nelson,ORL,26,182.88,86.18248,USA,2004,1,20,10.9,6.4
5241,Jason Hart,UTA,30,190.5,81.64656,USA,2000,2,49,2.9,1
5242,Jamario Moon,TOR,28,203.2,92.98636,USA,,,,8.5,7.3
5243,Jamaal Tinsley,IND,30,190.5,83.91452,USA,2001,1,27,11.9,0.4
5244,Jamaal Magloire,DAL,30,210.82,120.20188,Cada,2000,1,19,1.8,0
5245,Jake Voskuhl,MIL,30,210.82,115.66596,USA,2000,2,33,2.2,-9.2
5246,Jacque Vaughn,SAS,33,185.42,86.18248,USA,1997,1,27,4.1,1.6
5247,JR Smith,DEN,22,198.12,99.79024,USA,2004,1,18,12.3,6.6
5248,JJ Redick,ORL,24,193.04,86.18248,USA,2006,1,11,4.1,0.8
5249,J.J. Barea,DAL,24,182.88,79.3786,Puerto Rico,,,,4.3,4.6
5250,Ira Newble,LAL,33,200.66,99.79024,USA,,,,3.8,-11
5251,Ime Udoka,SAS,30,195.58,99.79024,USA,,,,5.8,7.2
5252,Ike Diogu,IND,24,203.2,115.66596,USA,2005,1,9,5.6,-10.3
5253,Ian Mahinmi,SAS,21,210.82,104.32616,France,2005,1,28,3.5,-16.7
5254,Jamal Crawford,NYK,28,195.58,90.7184,USA,2000,1,8,20.6,-7.1
5255,Hilton Armstrong,NOH,23,210.82,106.59412,USA,2006,1,12,2.7,-1.3
5256,Jason Kapono,TOR,27,203.2,97.52228,USA,2003,2,31,7.2,0.1
5257,Jason Maxiell,DET,25,200.66,117.93392,USA,2005,1,26,7.9,5.2
5258,Darrell Armstrong,NJN,40,185.42,81.64656,USA,,,,2.5,-7.2
5259,Travis Outlaw,POR,23,205.74,97.52228,USA,2003,1,23,13.3,-3.1
5260,Trenton Hassell,NJN,29,195.58,105.686936,USA,2001,2,29,2,-7.4
5261,Trevor Ariza,LAL,23,203.2,95.25432,USA,2004,2,43,5.5,3.1
5262,Troy Hudson,GSW,32,185.42,80.739376,USA,,,,3.1,-7.3
5263,Troy Murphy,IND,28,210.82,111.13004,USA,2001,1,14,12.2,-1.1
5264,Tyronn Lue,DAL,31,182.88,79.3786,USA,1998,1,23,5.8,0.1
5265,Tyrus Thomas,CHI,21,203.2,97.52228,USA,2006,1,4,6.8,-1.3
5266,Tyson Chandler,NOH,25,215.9,106.59412,USA,2001,1,2,11.8,7.8
5267,Udonis Haslem,MIA,28,203.2,106.59412,USA,,,,12,-8.3
5268,Viktor Khryapa,CHI,25,205.74,98.883056,Russia,2004,1,22,3.6,6
5269,Jason Kidd,DAL,35,193.04,95.25432,USA,1994,1,2,10.8,-0.2
5270,Vince Carter,NJN,31,198.12,99.79024,USA,1998,1,5,21.3,-2
5271,Von Wafer,POR,22,195.58,95.25432,USA,2005,2,39,1.6,-2.5
5272,Wally Szczerbiak,CLE,31,200.66,111.13004,USA,1999,1,6,11.5,-1.1
5273,Walter Herrmann,DET,29,205.74,102.0582,USA,,,,3.4,-0.6
5274,Willie Green,PHI,26,190.5,91.171992,USA,2003,2,41,12.4,-1.2
5275,Wilson Chandler,NYK,21,203.2,99.79024,USA,2007,1,23,7.3,-6.7
5276,Yakhouba Diawara,DEN,25,200.66,102.0582,USA,,,,2.8,2.9
5277,Yao Ming,HOU,27,228.6,140.61352,Chi,2002,1,1,22,4.1
5278,Yi Jianlian,MIL,20,213.36,107.954896,USA,2007,1,6,8.6,-7.7
5279,Zach Randolph,NYK,26,205.74,117.93392,USA,2001,1,19,17.6,-8.3
5280,Zaza Pachulia,ATL,24,210.82,127.00576,Georgia,2003,2,42,5.2,-1.7
5281,Zydrus Ilgauskas,CLE,33,220.98,117.93392,Lithuania,1996,1,20,14.1,0.7
5282,Vladimir Radmanovic,LAL,27,208.28,106.59412,Serbia,2001,1,12,8.4,11
5283,Hedo Turkoglu,ORL,29,208.28,99.79024,Turkey,2000,1,16,19.5,8.1
5284,Travis Diener,IND,26,185.42,79.3786,USA,2005,2,38,6.9,-1.8
5285,Guillermo Diaz,LAC,23,187.96,83.91452,USA,2006,2,52,0.8,-3.4
5286,Dwight Howard,ORL,22,210.82,120.20188,USA,2004,1,1,20.7,8.1
5287,Dwayne Jones,CLE,25,210.82,113.851592,USA,,,,1.4,-5.9
5288,Drew Gooden,CHI,26,208.28,113.398,USA,2002,1,4,12,-2.2
5289,Dorell Wright,MIA,22,205.74,95.25432,USA,2004,1,19,7.9,-5.5
5290,Donyell Marshall,SEA,35,205.74,111.13004,USA,1994,1,4,3.8,-14.6
5291,Dominic McGuire,WAS,22,205.74,99.79024,USA,2007,2,47,1.3,-13.4
5292,Dirk Nowitzki,DAL,30,213.36,111.13004,Germany,1998,1,9,23.6,9.1
5293,Dikembe Mutombo,HOU,42,218.44,117.93392,Congo,1991,1,4,3,3.6
5294,Devin Harris,NJN,25,190.5,83.91452,USA,2004,1,5,14.8,5.4
5295,Devin Brown,CLE,29,195.58,95.25432,USA,,,,7.5,-0.7
5296,Desmond Mason,MIL,30,195.58,100.697424,USA,2000,1,17,9.7,-5.2
5297,Dwyane Wade,MIA,26,193.04,97.975872,USA,2003,1,5,24.6,-6.2
5298,Deron Williams,UTA,24,190.5,92.98636,USA,2005,1,3,18.8,7.3
5299,Derek Anderson,CHA,33,195.58,88.45044,USA,1997,1,13,5,-13
5300,DerMarr Johnson,SAS,28,205.74,95.25432,USA,2000,1,6,3.4,0.7
5301,Demetris Nichols,CHI,23,203.2,97.975872,USA,2007,2,53,1.1,-23.3
5302,Delonte West,CLE,24,190.5,81.64656,USA,2004,1,24,8.3,-2.5
5303,DeShawn Stevenson,WAS,27,195.58,98.883056,USA,2000,1,23,11.2,1.1
5304,DeSaga Diop,NJN,26,213.36,127.00576,Senegal,2001,1,8,2.9,4.2
5305,David West,NOH,27,205.74,108.86208,USA,2003,1,18,20.6,7.6
5306,David Lee,NYK,25,205.74,108.86208,USA,2005,1,30,10.8,-6.5
5307,David Harrison,IND,25,213.36,127.00576,USA,2004,1,29,4.2,1.4
5308,Darryl Watkins,SAC,23,210.82,117.026736,USA,,,,1.3,-13
5309,Hakim Warrick,MEM,25,205.74,97.52228,USA,2005,1,19,11.4,-13.5
5310,Derek Fisher,LAL,33,185.42,95.25432,USA,1996,1,24,11.7,6.5
5311,Earl Barron,MIA,26,213.36,111.13004,USA,,,,7.1,-12.1
5312,Devean George,DAL,30,203.2,106.59412,USA,1999,1,23,3.7,0.2
5313,Tracy McGrady,HOU,29,203.2,101.151016,USA,1997,1,9,21.6,5.7
5314,Earl Boykins,CHA,32,165.1,60.327736,USA,,,,5.1,-6.6
5315,Grant Hill,PHX,35,203.2,102.0582,USA,1994,1,3,13.1,8.5
5316,Gordan Giricek,PHX,31,198.12,99.79024,Croatia,1999,2,40,5.8,2.5
5317,Glen Davis,BOS,22,205.74,131.088088,USA,2007,2,35,4.5,7.8
5318,Gilbert Ares,WAS,26,193.04,97.52228,USA,2001,2,30,19.4,-0.2
5319,Gerald Wallace,CHA,25,200.66,99.79024,USA,2001,1,25,19.4,-3.3
5320,Gerald Green,HOU,22,203.2,90.7184,USA,2005,1,18,5.1,-6.5
5321,Fred Jones,NYK,29,187.96,102.0582,USA,2002,1,14,7.6,-8.7
5322,Francisco Garcia,SAC,26,200.66,88.45044,Dominican Republic,2005,1,23,12.3,-2.7
5323,Francisco Elson,SEA,32,213.36,106.59412,Netherlands,1999,2,41,3.3,-5.3
5324,Flip Murray,IND,28,190.5,89.357624,USA,2002,2,41,9.4,-2
5325,Fabricio Oberto,SAS,33,208.28,111.13004,Argenti,,,,4.8,1.1
5326,Gabe Pruitt,BOS,22,193.04,77.11064,USA,2007,2,32,2.1,-4.5
5327,Greg Buckner,MIN,31,193.04,95.25432,USA,1998,2,53,4,-14.5
5328,Erick Dampier,DAL,32,210.82,120.20188,USA,1996,1,10,6.1,5.9
5329,Eddie Gill,SEA,29,182.88,83.007336,USA,,,,2.7,-10.4
5330,Eddie House,BOS,30,185.42,79.3786,USA,2000,2,37,7.5,9.2
5331,Eddie Jones,DAL,36,198.12,90.7184,USA,1994,1,10,3.7,7.4
5332,Eddy Curry,NYK,25,210.82,129.27372,USA,2001,1,4,13.2,-15
5333,Earl Watson,SEA,29,185.42,83.91452,USA,2001,2,39,10.7,-10.1
5334,Elton Brand,LAC,29,203.2,115.212368,USA,1999,1,1,17.6,-16.5
5335,Emeka Okafor,CHA,25,208.28,115.66596,USA,2004,1,2,13.8,-4.6
5336,Eric Piatkowski,PHX,37,200.66,97.52228,USA,1994,1,15,2.4,-7.3
5337,Eric Snow,CLE,35,190.5,92.98636,USA,1995,2,43,1,-10
5338,Eduardo jera,DEN,31,203.2,106.59412,Mexico,2000,2,38,5.9,9.7
5339,Matt Carroll,DAL,28,198.12,96.161504,USA,,,,3,-12.1
5340,Michael Redd,MIL,29,198.12,97.52228,USA,2000,2,43,21.2,3.9
5341,Michael Finley,SAS,36,200.66,102.0582,USA,1995,1,21,9.7,3.7
5342,Michael Beasley,MIA,20,205.74,111.13004,USA,2008,1,2,13.9,-0.6
5343,Metta World Peace,HOU,29,200.66,117.93392,USA,1999,1,16,17.1,6.3
5344,Melvin Ely,NOH,31,208.28,118.387512,USA,2002,1,12,3.1,-3.7
5345,Mehmet Okur,UTA,30,210.82,119.294696,Turkey,2001,2,37,17,3.2
5346,Maurice Evans,ATL,30,195.58,99.79024,USA,,,,7.2,-0.1
5347,Maurice Ager,NJN,25,195.58,91.625584,USA,2006,1,28,1.7,-3.6
5348,Matt Harpring,UTA,33,200.66,104.32616,USA,1998,1,15,4.4,2.3
5349,Matt Bonner,SAS,29,208.28,108.86208,USA,2003,2,45,8.2,9.1
5350,Marcus Williams,GSW,23,190.5,95.25432,USA,2006,1,22,1.3,-5.5
5351,Marvin Williams,ATL,23,205.74,108.86208,USA,2005,1,2,13.9,0.3
5352,Martell Webster,POR,22,200.66,106.59412,USA,2005,1,6,0,-42.7
5353,Marreese Speights,PHI,21,208.28,111.13004,USA,2008,1,16,7.7,-3.9
5354,Marquis Daniels,IND,28,198.12,90.7184,USA,,,,13.6,-1
5355,Marko Jaric,MEM,30,200.66,101.604608,Serbia,2000,2,30,2.6,6.2
5356,Mark Madsen,MIN,33,205.74,115.66596,USA,2000,1,29,0.3,0.2
5357,Mark Blount,MIA,33,213.36,113.398,USA,1997,2,54,4,3.7
5358,Mario West,ATL,25,195.58,95.25432,USA,,,,0.8,1.2
5359,Mario Chalmers,MIA,23,185.42,86.18248,USA,2008,2,34,10,1
5360,Mardy Collins,LAC,24,198.12,99.79024,USA,2006,1,29,5.2,-3.6
5361,Michael Ruffin,POR,32,203.2,112.490816,USA,1999,2,32,0.5,-6.9
5362,Matt Barnes,PHX,29,200.66,102.511792,USA,2002,2,45,10.2,1.7
5363,Mickael Pietrus,ORL,27,198.12,97.52228,France,2003,1,11,9.4,6.3
5364,Paul Davis,LAC,24,210.82,122.46984,USA,2006,2,34,4,-5.6
5365,Mike Conley,MEM,21,185.42,81.64656,USA,2007,1,4,10.9,-6
5366,Josh Powell,LAL,26,205.74,108.86208,USA,,,,4.2,-9.2
5367,Pau Gasol,LAL,28,213.36,113.398,Spain,2001,1,3,18.9,9.1
5368,Patrick O'Bryant,TOR,23,213.36,113.398,USA,2006,1,9,2.6,-0.8
5369,Othello Hunter,ATL,23,203.2,102.0582,USA,,,,1.4,12.4
5370,Oleksiy Pecherov,WAS,23,213.36,106.140528,Ukraine,2006,1,18,3.6,-13.1
5371,O.J. Mayo,MEM,21,193.04,95.25432,USA,2008,1,3,18.5,-6.7
5372,Nicolas Batum,POR,20,203.2,90.7184,France,2008,1,25,5.4,10
5373,Nick Young,WAS,24,198.12,90.7184,USA,2007,1,16,10.9,-5.6
5374,Nick Collison,OKC,28,208.28,115.66596,USA,2003,1,12,8.2,-6.4
5375,Nene,DEN,26,210.82,113.398,Brazil,2002,1,7,14.6,6.3
5376,Ned Krstic,OKC,25,213.36,108.86208,Serbia and Montenegro,2002,1,24,9.7,-6.4
5377,Mike Bibby,ATL,31,187.96,88.45044,USA,1998,1,2,14.9,0.6
5378,zr Mohammed,CHA,31,208.28,113.398,USA,1998,1,29,2.7,-7.9
5379,te Robinson,NYK,25,175.26,81.64656,USA,2005,1,21,17.2,-1.2
5380,Mouhamed Sene,NYK,23,210.82,104.32616,Senegal,2006,1,10,3.3,0.3
5381,Morris Peterson,NOH,31,200.66,99.79024,USA,2000,1,21,4.4,-0.5
5382,Morris Almond,UTA,24,198.12,102.0582,USA,2007,1,25,3.7,-7.3
5383,Monta Ellis,GSW,23,190.5,81.64656,USA,2005,2,40,19,-4.1
5384,Mo Williams,CLE,26,185.42,86.18248,USA,2003,2,47,17.8,11.2
5385,Mikki Moore,BOS,33,213.36,102.0582,USA,,,,3.9,-4.1
5386,Mike Taylor,LAC,23,187.96,74.84268,USA,2008,2,55,5.7,-7.1
5387,Mike Miller,MIN,29,203.2,98.883056,USA,2000,1,5,9.9,-7.2
5388,Mike James,WAS,34,187.96,85.275296,USA,,,,8.7,-11.3
5389,Mike Dunleavy,IND,28,205.74,104.32616,USA,2002,1,3,15.1,-3.4
5390,than Jawai,TOR,22,208.28,127.00576,Australia,2008,2,41,0.3,-28.3
5391,Marcus Williams,SAS,22,200.66,93.893544,USA,2007,2,33,2,-52.3
5392,Lamar Odom,LAL,29,208.28,104.32616,USA,1999,1,4,11.3,14.8
5393,Marcus Banks,TOR,27,187.96,92.98636,USA,2003,1,13,2.5,-22
5394,Kyle Korver,UTA,28,200.66,96.161504,USA,2003,2,51,9,4.4
5395,Kwame Brown,DET,27,210.82,122.46984,USA,2001,1,1,4.2,-0.3
5396,Kurt Thomas,SAS,36,205.74,106.59412,USA,1995,1,10,4.3,4.1
5397,Kris Humphries,TOR,24,205.74,106.59412,USA,2004,1,14,3.9,-0.6
5398,Kosta Koufos,UTA,20,213.36,120.20188,USA,2008,1,23,4.7,-1.9
5399,Kobe Bryant,LAL,30,198.12,92.98636,USA,1996,1,13,26.8,10.8
5400,Kirk Hinrich,CHI,28,190.5,86.18248,USA,2003,1,7,9.9,7.2
5401,Keyon Dooling,NJN,29,190.5,88.45044,USA,2000,1,10,9.7,-6.4
5402,Kevin Ollie,MIN,36,187.96,88.45044,USA,,,,4,-8.3
5403,Kevin Martin,SAC,26,200.66,83.91452,USA,2004,1,26,24.6,-7.8
5404,Kevin Love,MIN,20,208.28,117.93392,USA,2008,1,5,11.1,-8.2
5405,Kyle Lowry,HOU,23,182.88,92.98636,USA,2006,1,24,7.6,-4.5
5406,Kevin Garnett,BOS,33,210.82,114.758776,USA,1995,1,5,15.8,14.9
5407,Kenyon Martin,DEN,31,205.74,108.86208,USA,2000,1,1,11.7,4.7
5408,Kenny Thomas,SAC,31,200.66,111.13004,USA,1999,1,22,0.8,-5
5409,Kendrick Perkins,BOS,24,208.28,127.00576,USA,2003,1,27,8.5,9
5410,Kelen Azubuike,GSW,25,195.58,99.79024,England,,,,14.4,-1.9
5411,Keith Bogans,MIL,29,195.58,97.52228,USA,2003,2,43,5.6,3.5
5412,Kareem Rush,PHI,28,198.12,97.52228,USA,2002,1,20,2.2,-5.6
5413,Juwan Howard,CHA,36,205.74,114.758776,USA,1994,1,5,4.1,-10.9
5414,Julian Wright,NOH,22,203.2,102.0582,USA,2007,1,13,4.4,1.3
5415,Juan Dixon,WAS,30,190.5,74.84268,USA,2002,1,17,5.2,-8.8
5416,Josh Smith,ATL,23,205.74,108.86208,USA,2004,1,17,15.6,3.5
5417,Paul Millsap,UTA,24,203.2,113.398,USA,2006,2,47,13.5,5.7
5418,Kevin Durant,OKC,20,205.74,97.52228,USA,2007,1,2,25.3,-9.5
5419,Marcus Camby,LAC,35,210.82,106.59412,USA,1996,1,2,10.3,-5.3
5420,Kyle Weaver,OKC,23,198.12,91.171992,USA,2008,2,38,5.3,-1.6
5421,LaMarcus Aldridge,POR,23,210.82,108.86208,USA,2006,1,2,18.1,8.7
5422,Marco Belinelli,GSW,23,195.58,90.7184,Italy,2007,1,18,8.9,-4.6
5423,Marcin Gortat,ORL,25,210.82,108.86208,Poland,2005,2,57,3.8,-1.2
5424,Marc Gasol,MEM,24,215.9,120.20188,Spain,2007,2,48,11.9,-7.1
5425,Manu Ginobili,SAS,31,198.12,92.98636,Argenti,1999,2,57,15.5,3.9
5426,Malik Rose,OKC,34,200.66,115.66596,USA,1996,2,44,3.4,-2.5
5427,Malik Hairston,SAS,22,198.12,99.79024,USA,2008,2,48,3.3,-0.3
5428,Malik Allen,MIL,31,208.28,115.66596,USA,,,,3.2,-0.7
5429,Maceo Baston,IND,33,208.28,104.32616,USA,1998,2,58,2.5,-2.3
5430,Luther Head,MIA,26,190.5,83.91452,USA,2005,1,24,4.7,-8.8
5431,Luol Deng,CHI,24,205.74,99.79024,United Kingdom,2004,1,7,14.1,-0.8
5432,Luke Walton,LAL,29,203.2,106.59412,USA,2003,2,32,5,8.1
5433,Kyrylo Fesenko,UTA,22,215.9,136.0776,Ukraine,2007,2,38,2.3,4.4
5434,Luke Ridnour,MIL,28,187.96,79.3786,USA,2003,1,14,9.6,-1.9
5435,Luc Mbah a Moute,MIL,22,203.2,104.32616,Cameroon,2008,2,37,7.2,-0.6
5436,Lou Williams,PHI,22,187.96,79.3786,USA,2005,2,45,12.8,-2.6
5437,Lou Amundson,PHX,26,205.74,102.0582,USA,,,,4.2,3.2
5438,Lorenzen Wright,CLE,33,210.82,115.66596,USA,1996,1,7,1.4,0.8
5439,Linton Johnson,CHI,29,203.2,92.98636,USA,,,,0.9,-19
5440,Lindsey Hunter,CHI,38,187.96,88.45044,USA,1993,1,10,2.6,-9.8
5441,Lis Kleiza,DEN,24,203.2,111.13004,Lithuania,2005,1,27,9.9,-0.1
5442,Leon Powe,BOS,25,203.2,108.86208,USA,2006,2,49,7.7,8.7
5443,Leandro Barbosa,PHX,26,190.5,91.625584,Brazil,2003,1,28,14.2,1.2
5444,LeBron James,CLE,24,203.2,113.398,USA,2003,1,1,28.4,14.7
5445,Larry Hughes,NYK,30,195.58,83.91452,USA,1998,1,8,11.6,-4.7
5446,Luis Scola,HOU,29,205.74,111.13004,Argenti,2002,2,55,12.7,4.5
5447,Paul Pierce,BOS,31,200.66,106.59412,USA,1998,1,10,20.5,9.4
5448,Shaun Livingston,OKC,23,200.66,83.91452,USA,2004,1,4,5.9,-9.4
5449,Pops Mensah-Bonsu,TOR,25,208.28,108.86208,USA,,,,5,-0.9
5450,Tony Parker,SAS,27,187.96,81.64656,France,2001,1,28,22,6.6
5451,Tony Battie,ORL,33,210.82,108.86208,USA,1997,1,5,4.8,5.7
5452,Tony Allen,BOS,27,193.04,96.615096,USA,2004,1,25,7.8,6.6
5453,Tim Thomas,CHI,32,208.28,108.86208,USA,1997,1,7,8.5,-0.8
5454,Tim Duncan,SAS,33,210.82,117.93392,US Virgin Islands,1997,1,1,19.3,5
5455,Thomas Gardner,ATL,24,195.58,102.0582,USA,,,,1.5,7.7
5456,Theo Ratliff,PHI,36,208.28,106.59412,USA,1995,1,18,1.9,-1
5457,Thaddeus Young,PHI,21,203.2,99.79024,USA,2007,1,12,15.3,3.5
5458,Thabo Sefolosha,OKC,25,200.66,97.52228,Switzerland,2006,1,13,5.9,-4.7
5459,Tayshaun Prince,DET,29,205.74,97.52228,USA,2002,1,23,14.2,-1.8
5460,Tarence Kinsey,CLE,25,198.12,85.728888,USA,,,,2,-4.6
5461,Tracy McGrady,HOU,30,203.2,101.151016,USA,1997,1,9,15.6,2.4
5462,T.J. Ford,IND,26,182.88,74.84268,USA,2003,1,8,14.9,-1.3
5463,Stromile Swift,PHX,29,208.28,99.79024,USA,2000,1,2,3.3,-1.8
5464,Steven Hill,OKC,23,213.36,111.13004,USA,,,,2,79
5465,Steve Novak,LAC,26,208.28,99.79024,USA,2006,2,32,6.9,-10.2
5466,Steve sh,PHX,35,190.5,80.739376,Cada,1996,1,15,15.7,5.2
5467,Steve Blake,POR,29,190.5,78.017824,USA,2003,2,38,11,9.9
5468,Stephon Marbury,BOS,32,187.96,92.98636,USA,1996,1,4,3.8,-3.2
5469,Stephen Jackson,GSW,31,203.2,97.52228,USA,1997,2,42,20.7,-3
5470,Stephen Graham,IND,27,198.12,97.52228,USA,,,,5.4,-0.1
5471,Spencer Hawes,SAC,21,213.36,111.13004,USA,2007,1,10,11.4,-11.3
5472,Speedy Claxton,ATL,31,180.34,77.11064,USA,2000,1,20,2.5,-14.1
5473,Sonny Weems,DEN,22,198.12,92.079176,USA,2008,2,39,1.6,-34
5474,Sun Sun,LAL,23,205.74,92.98636,USA,2007,2,40,0.6,-82.9
5475,Solomon Jones,ATL,24,208.28,111.13004,USA,2006,2,33,3,-4.1
5476,Travis Diener,IND,27,185.42,79.3786,USA,2005,2,38,3.7,-0.7
5477,Trenton Hassell,NJN,30,195.58,105.686936,USA,2001,2,29,3.7,-8.2
5478,Josh McRoberts,IND,22,208.28,108.86208,USA,2007,2,37,2.4,-1.7
5479,Zydrus Ilgauskas,CLE,34,220.98,117.93392,Lithuania,1996,1,20,12.9,14.8
5480,Zaza Pachulia,ATL,25,210.82,124.7378,Georgia,2003,2,42,6.2,4
5481,Zach Randolph,LAC,27,205.74,117.93392,USA,2001,1,19,20.8,-5.5
5482,Yi Jianlian,NJN,21,213.36,107.954896,USA,2007,1,6,8.6,-3.9
5483,Yao Ming,HOU,28,228.6,140.61352,Chi,2002,1,1,19.7,7.8
5484,Yakhouba Diawara,MIA,26,200.66,104.32616,USA,,,,3.4,-2.8
5485,Wilson Chandler,NYK,22,203.2,99.79024,USA,2007,1,23,14.4,-4.2
5486,Willie Green,PHI,27,190.5,91.171992,USA,2003,2,41,8.5,0.1
5487,Will Solomon,SAC,30,185.42,83.91452,USA,2001,2,32,5,-7.3
5488,Will Bynum,DET,26,182.88,83.91452,USA,,,,7.2,3.9
5489,Travis Outlaw,POR,24,205.74,93.893544,USA,2003,1,23,12.8,3.5
5490,Walter Sharpe,DET,22,205.74,111.13004,USA,2008,2,32,1,-12.3
5491,Wally Szczerbiak,CLE,32,200.66,108.86208,USA,1999,1,6,7,5.5
5492,Von Wafer,HOU,23,195.58,95.25432,USA,2005,2,39,9.7,4.9
5493,Vladimir Radmanovic,CHA,28,208.28,106.59412,Serbia,2001,1,12,6.9,2.3
5494,Vince Carter,NJN,32,198.12,99.79024,USA,1998,1,5,20.8,-2.3
5495,Udonis Haslem,MIA,29,203.2,106.59412,USA,,,,10.6,0.7
5496,Tyson Chandler,NOH,26,215.9,106.59412,USA,2001,1,2,8.8,8
5497,Tyrus Thomas,CHI,22,205.74,97.52228,USA,2006,1,4,10.8,-3.7
5498,Tyronn Lue,ORL,32,182.88,79.3786,USA,1998,1,23,4.2,-1.8
5499,Troy Murphy,IND,29,210.82,111.13004,USA,2001,1,14,14.3,-1.4
5500,Trey Johnson,CLE,24,195.58,98.883056,USA,,,,1,-33.6
5501,Trevor Ariza,LAL,24,203.2,95.25432,USA,2004,2,43,8.9,8.1
5502,Walter Herrmann,DET,30,205.74,102.0582,USA,,,,3.8,1.1
5503,Shelden Williams,MIN,25,205.74,113.398,USA,2006,1,5,4.1,-6.1
5504,Shawne Williams,DAL,23,205.74,102.0582,USA,2006,1,17,2.8,8.1
5505,Shawn Marion,TOR,31,200.66,103.418976,USA,1999,1,9,12.9,0.2
5506,Robin Lopez,PHX,21,213.36,115.66596,USA,2008,1,15,3.2,-2.9
5507,Robert Swift,OKC,23,215.9,122.46984,USA,2004,1,12,3.3,-7.8
5508,Rob Kurz,GSW,24,205.74,105.233344,USA,,,,3.9,-14.2
5509,Ricky Davis,LAC,29,200.66,88.45044,USA,1998,1,21,6.4,-14.8
5510,Richard Jefferson,MIL,29,200.66,102.0582,USA,2001,1,13,19.6,-1.7
5511,Richard Hamilton,DET,31,200.66,87.543256,USA,1999,1,7,18.3,-0.5
5512,Reldo Balkman,DEN,24,203.2,94.347136,USA,2006,1,20,5,3.7
5513,Reggie Evans,PHI,29,203.2,111.13004,USA,,,,3.3,-2.5
5514,Raymond Felton,CHA,25,185.42,89.811216,USA,2005,1,5,14.2,-0.9
5515,Ray Allen,BOS,33,195.58,92.98636,USA,1996,1,5,18.2,11.8
5516,Rasual Butler,NOH,30,200.66,92.98636,USA,2002,2,52,11.2,0.7
5517,Rodney Carney,MIN,25,200.66,91.171992,USA,2006,1,16,7.2,-5.5
5518,Rasho Nesterovic,IND,33,213.36,115.66596,Slovenia,1998,1,17,6.8,-4.1
5519,Rashard Lewis,ORL,29,208.28,104.32616,USA,1998,2,32,17.7,11.1
5520,Rashad McCants,SAC,24,193.04,97.52228,USA,2005,1,14,9.6,-9.7
5521,Randy Foye,MIN,25,193.04,96.615096,USA,2006,1,7,16.3,-5.8
5522,Randolph Morris,ATL,23,210.82,124.7378,USA,,,,0.8,6.3
5523,Ramon Sessions,MIL,23,190.5,86.18248,USA,2007,2,56,12.4,-0.7
5524,Rajon Rondo,BOS,23,185.42,77.564232,USA,2006,1,21,11.9,10.8
5525,Raja Bell,CHA,32,195.58,97.52228,U.S. Virgin Islands,,,,11.9,1.6
5526,Rafer Alston,ORL,32,187.96,79.3786,USA,1998,2,39,11.7,3.6
5527,Quinton Ross,MEM,28,198.12,87.543256,USA,,,,3.9,-3
5528,Quincy Douby,TOR,25,190.5,79.3786,USA,2006,1,19,4.3,-8.4
5529,Quentin Richardson,NYK,29,198.12,106.59412,USA,2000,1,18,10.2,-3.5
5530,Rasheed Wallace,DET,34,210.82,104.32616,USA,1995,1,4,12,1.3
5531,Rodney Stuckey,DET,23,195.58,92.98636,USA,2007,1,15,13.4,-2.4
5532,Roger Mason Jr.,SAS,28,195.58,96.161504,USA,2002,2,30,11.8,5.2
5533,Roko Ukic,TOR,24,195.58,83.007336,USA,2005,2,41,4.2,-5.5
5534,Shavlik Randolph,POR,25,208.28,108.86208,USA,,,,1.8,-43.7
5535,Shaquille O'Neal,PHX,37,215.9,147.4174,USA,1992,1,1,17.8,3.1
5536,Shannon Brown,LAL,23,193.04,95.707912,USA,2006,1,25,4.2,-3
5537,Shane Battier,HOU,30,203.2,99.79024,USA,2001,1,6,7.3,6.2
5538,Sergio Rodriguez,POR,23,190.5,79.832192,Spain,2006,1,27,4.5,0.5
5539,Sebastian Telfair,MIN,24,182.88,79.3786,USA,2004,1,13,9.8,-3.4
5540,Sean Williams,NJN,22,208.28,106.59412,USA,2007,1,17,2.4,-3.3
5541,Sean Singletary,CHA,23,182.88,83.91452,USA,2008,2,42,2.4,-7.3
5542,Sean May,CHA,25,205.74,120.655472,USA,2005,1,13,3.9,-14.4
5543,Sean Marks,NOH,33,208.28,113.398,New Zealand,1998,2,44,3.2,-1.9
5544,Sasha Vujacic,LAL,25,200.66,92.98636,Slovenia,2004,1,27,5.8,2.6
5545,Sasha Pavlovic,CLE,25,200.66,106.59412,Montenegro,2003,1,19,4.6,4.9
5546,Samuel Dalembert,PHI,29,210.82,113.398,Haiti,2001,1,26,6.4,1.2
5547,Ryan Hollins,DAL,24,213.36,104.32616,USA,2006,2,50,3.2,4.8
5548,Ryan Gomes,MIN,26,200.66,111.13004,USA,2005,2,50,13.3,-8.3
5549,Ryan Bowen,NOH,33,205.74,98.883056,USA,1998,2,55,2.2,-6.9
5550,Ryan Anderson,NJN,21,208.28,108.86208,USA,2008,1,21,7.4,-0.7
5551,Russell Westbrook,OKC,20,190.5,84.821704,USA,2008,1,4,15.3,-5.7
5552,Rudy Gay,MEM,22,203.2,100.697424,USA,2006,1,8,18.9,-7.8
5553,Rudy Ferndez,POR,24,198.12,83.91452,Spain,2007,1,24,10.4,5
